Epoch,im_loss,re_loss,all_loss,psnr
1,0.0,0.013307257341,0.0402563432611,25.7313286038
2,0.0,0.00320114005406,0.0145945063376,33.8508187871
3,0.0,0.00237380915419,0.013350520332,35.8193443565
4,0.0,0.00173768416157,0.0134135632911,34.853112356
5,0.0,0.00150754480886,0.0113553381219,35.5626585602
6,0.0,0.00147832452173,0.0105113980887,34.7155827231
7,0.0,0.00116128841795,0.0105732672597,34.5944704345
8,0.0,0.00110699355412,0.00964050141384,34.8530391503
9,0.0,0.00108625551097,0.00889620406087,35.5087910394
10,0.0,0.00107207345335,0.0107489129112,36.2155975716
11,0.0,0.00106003131766,0.0113278989907,35.1705175568
12,0.0,0.00105817684303,0.0113100185316,35.5039569839
13,0.0,0.00104637842129,0.0106478636122,36.5003017009
14,0.0,0.00104007444583,0.00817577854583,36.4397367356
15,0.0,0.00104713532155,0.0108337766999,34.9906023628
16,0.0,0.00104190072498,0.0101566491924,35.2747832003
17,0.0,0.00103854244318,0.0102978474736,35.4465803474
18,0.0,0.00103185167015,0.00992713566551,34.8135823868
19,0.0,0.00103049173087,0.00994683713591,35.4746984697
20,0.0,0.00102913452429,0.0104068204313,33.6599914931
21,0.0,0.00102593312591,0.0103696998282,35.8559326102
22,0.0,0.00102862877477,0.0101478713577,33.7973651966
23,0.0,0.00102810756806,0.0107702674454,34.1341404761
24,0.0,0.00102674128261,0.00982802500642,36.6578665839
25,0.0,0.00102979564077,0.0108454847635,37.4945333847
26,0.0,0.00103171696231,0.00929120879032,34.8201440044
27,0.0,0.00103000967494,0.0106333230996,34.3162747264
28,0.0,0.00103409149788,0.0107810069856,34.2660021616
29,0.0,0.00102794691951,0.0103089303563,36.0035426917
30,0.0,0.00103077729,0.0110750095429,34.4606048323
31,0.0,0.00103822983281,0.0109282047427,36.4790497362
32,0.0,0.00105422447393,0.0104513377147,35.4725564676
33,0.0,0.00103824024125,0.00998509144043,36.8091551759
34,0.0,0.00103248263813,0.00860128582664,36.3238918813
