Epoch,im_loss,re_loss,all_loss,psnr
1,0.0,0.0230865490369,0.0584055170925,24.7457060525
2,0.0,0.00763967895711,0.0228125183758,36.5740859874
3,0.0,0.00456101885489,0.0189101836983,36.684443704
4,0.0,0.00358989007708,0.0128893866627,40.0611024967
5,0.0,0.00325825971826,0.0124049117704,36.7236837589
6,0.0,0.00271453118396,0.0120880142468,35.3810361311
7,0.0,0.00220390646295,0.00957065636546,38.7031590805
8,0.0,0.00190194061195,0.00876950357236,35.410344219
9,0.0,0.00181678210025,0.0105107012628,38.0670763177
10,0.0,0.00160311948275,0.0083450285231,38.0431544323
