Epoch,im_loss,re_loss,all_loss,psnr
1,0.0,0.0140579723404,0.0500430126209,23.2062810646
2,0.0,0.00395812301722,0.019766130636,33.7710644791
3,0.0,0.00210455855995,0.0105578680465,37.2441328287
4,0.0,0.00142232874641,0.0116622399422,37.6578338456
5,0.0,0.00125230902922,0.0094634801324,37.3976629549
6,0.0,0.00116484863684,0.00796599850291,36.4027046255
7,0.0,0.00111778413411,0.0104976551142,37.0217140885
8,0.0,0.00111341837619,0.00904297722736,37.1922224415
9,0.0,0.00108728375344,0.0100081198616,37.4896920807
10,0.0,0.00106668363442,0.00898984748637,37.2049321409
11,0.0,0.00106183636817,0.0100821533124,37.4370180582
12,0.0,0.00105690679047,0.00853192476789,37.4853613663
13,0.0,0.00104886499175,0.00816032887087,37.2812488301
14,0.0,0.00105438063329,0.00943939205608,37.0511087342
15,0.0,0.00104081339377,0.00780536009115,36.7390646759
16,0.0,0.00104487926874,0.00675674370723,36.8996938517
17,0.0,0.00104088877852,0.0101227042614,36.5781905086
18,0.0,0.00103135466634,0.00755386823439,36.6853732359
19,0.0,0.00103032904735,0.0092409150966,37.5189674098
20,0.0,0.00102754888358,0.00770249795169,37.1938416837
21,0.0,0.00102253711666,0.00857066332246,37.3308903695
22,0.0,0.00102719073184,0.00821791357012,37.131327827
23,0.0,0.00102409756801,0.00879810937913,36.9212557131
24,0.0,0.00102258086263,0.00811926425667,37.4576082604
25,0.0,0.00102024384541,0.00821213655872,36.6759856525
26,0.0,0.00102569302835,0.00834671750781,37.4659449986
27,0.0,0.00102755335975,0.00920108513092,36.2108303613
28,0.0,0.00102643139253,0.010876907839,37.070839964
29,0.0,0.00102262718719,0.00847152179922,37.1994368681
30,0.0,0.00103165849869,0.011239956459,37.150101014
31,0.0,0.00102085988619,0.0108987273066,37.8318521415
32,0.0,0.00102440868213,0.00832677980652,37.406586685
33,0.0,0.00101956669241,0.00829849526053,36.4909310785
34,0.0,0.00102113996691,0.00766098733293,37.4839765717
35,0.0,0.00102545052068,0.00915217340807,37.8262306422
36,0.0,0.00103143337474,0.0118890063779,36.8509747981
37,0.0,0.00103565659956,0.0105830395245,36.6275278286
38,0.0,0.00104190030252,0.00841663009487,37.4526131068
39,0.0,0.00105064446689,0.00952685575467,36.4410464519
40,0.0,0.00106837280036,0.00944464735221,36.9361306754
41,0.0,0.0010707575595,0.00894245902891,37.2140904145
42,0.0,0.00109249564703,0.0100819813728,38.443629787
43,0.0,0.00114824738703,0.00840722993598,37.747521921
44,0.0,0.0011615274474,0.00876136312145,38.8153274794
45,0.0,0.00110405742598,0.00805019241525,37.6006919317
46,0.0,0.00107315902424,0.0090462230728,38.0208875211
47,0.0,0.00108335698606,0.00916354570072,37.344504727
48,0.0,0.00108075641037,0.00906289328705,37.6395687925
49,0.0,0.00114277706016,0.00942048869911,37.4456891562
50,0.0,0.00112220290175,0.00803951317212,38.5878062523
51,0.0,0.0011173552426,0.00712657952099,38.0116801651
52,0.0,0.00111663805146,0.0083390040847,38.1890512302
53,0.0,0.00113072135719,0.00799324180698,38.512743281
54,0.0,0.00117322230944,0.00830667066621,38.5989873535
55,0.0,0.00115626153129,0.00919602402137,39.9518725903
56,0.0,0.00134268868424,0.00826345992973,38.385250358
57,0.0,0.0012832973327,0.00783027352882,39.402014491
58,0.0,0.00120536067698,0.00719477492385,39.2538657848
59,0.0,0.0012767963548,0.00608376073651,39.6451437102
60,0.0,0.00119403430435,0.00757379939896,39.6972362908
61,0.0,0.00121118771785,0.00618942954461,41.0998281199
62,0.0,0.00120305106975,0.00681469541159,39.8366835669
63,0.0,0.0011588207999,0.00595518455375,40.8930178041
64,0.0,0.00121592192445,0.00684405684005,39.6389413814
65,0.0,0.00124149937765,0.00568103062687,40.3442376331
66,0.0,0.00118526618462,0.00616575233871,40.518445055
67,0.0,0.00119624354993,0.00490514235571,40.7890458912
68,0.0,0.00117728813202,0.00504253763938,41.2442306163
69,0.0,0.00114358366409,0.00533604977536,40.2318067265
70,0.0,0.00128278386837,0.00627436899231,41.4602324118
71,0.0,0.00140193303232,0.00747909019119,41.0247825507
72,0.0,0.00132088643732,0.00485005975352,40.4244794009
73,0.0,0.0011520021013,0.00565241394215,41.0156950685
74,0.0,0.00114611847966,0.00599038120126,42.1049367694
75,0.0,0.00116473578091,0.00518497294397,40.8699574063
76,0.0,0.00113015893439,0.00455165927415,41.7074621092
77,0.0,0.00111384014599,0.00451748523046,41.1293647566
78,0.0,0.00112843002426,0.0056462977489,41.8054667478
79,0.0,0.00109824824613,0.00499947884819,41.2216383497
80,0.0,0.00109100560076,0.00410424741567,41.3678509352
81,0.0,0.00111619189556,0.00429660868249,41.69813203
82,0.0,0.00110140872421,0.00483241867623,41.5896005502
83,0.0,0.00113211517164,0.00407357948134,41.6434116708
84,0.0,0.0011432838568,0.00521032807883,40.741644346
85,0.0,0.00116035590472,0.00495602421579,40.2891551251
86,0.0,0.00111727842595,0.00576823017327,41.3099924364
87,0.0,0.00111240281258,0.00451181407552,41.4696508641
88,0.0,0.00111394292908,0.00452570701018,40.5088693287
89,0.0,0.00110861580179,0.00504155848175,42.9416054833
90,0.0,0.00109574397211,0.00603526375489,40.7545482934
91,0.0,0.00108861110057,0.00443490353646,42.4877567329
92,0.0,0.00107956027496,0.00393801844912,40.91014798
93,0.0,0.00105717635888,0.00419379418599,41.4024425722
94,0.0,0.00108239474066,0.00424713290995,41.0775416543
95,0.0,0.00109696368454,0.00520303677768,40.6414578299
96,0.0,0.00108017190651,0.00387260149582,41.2248461702
97,0.0,0.00119737247005,0.00437248580274,41.8787440512
