Epoch,avg_psnr_predicted_save
10,39.0241819104
20,39.0965347973
30,39.1134065291
40,39.1213250669
50,39.128874994
60,39.1330654306
70,39.1401370186
80,39.1448323934
90,39.1511383726
100,39.1603704825
110,39.1726502366
120,39.2166706216
130,39.3421062223
140,39.7562795219
150,40.0850817663
160,40.2989342783
170,40.4417635941
180,40.5464245574
190,40.7120100606
200,40.807408787
210,40.9008163344
