Epoch,im_loss,re_loss,all_loss,psnr
1,0.0,0.0171366049442,0.0443840885535,19.6455540114
2,0.0,0.00387389318785,0.0159168093931,32.4927089812
3,0.0,0.00204886290594,0.00787014608504,35.4671332476
4,0.0,0.00144559218897,0.00741833533393,37.0093197823
5,0.0,0.000906450796174,0.00791856534779,37.4648376383
6,0.0,0.000812212846358,0.00471289954148,37.6344766989
7,0.0,0.000715597235831,0.00525616480736,36.7295122136
8,0.0,0.000647821679013,0.0043120963499,37.3107515192
9,0.0,0.000643410891644,0.00486915250076,37.1990051349
10,0.0,0.000587945384905,0.00624284617952,37.5455276815
11,0.0,0.000569552683737,0.00391261298792,37.0832401566
12,0.0,0.000575328728883,0.0038276885869,36.7988908627
13,0.0,0.000562450187863,0.00433369745733,37.4286688463
14,0.0,0.000560201905319,0.0055490759667,37.1164662208
15,0.0,0.000558818815625,0.00439753410174,37.7956416358
16,0.0,0.000549649907043,0.00451809593942,36.9417264296
17,0.0,0.000547036743956,0.00574752029497,37.0616002481
18,0.0,0.000555530702695,0.00427757769939,36.4525922043
19,0.0,0.000540895559243,0.00545215159655,37.2049730492
20,0.0,0.000532441941323,0.00367139130249,37.4430474593
21,0.0,0.000537616497604,0.00428195427521,37.4689899678
22,0.0,0.000538188341307,0.00382781414082,37.3035854957
23,0.0,0.000530335714575,0.00368097556056,36.7112800115
24,0.0,0.000528926152037,0.00418904135004,36.9502669464
25,0.0,0.00052922826726,0.00499580438482,36.0183230333
26,0.0,0.000525377108715,0.00433456139872,37.3308382887
27,0.0,0.000528042024234,0.00562621345744,37.074685353
28,0.0,0.000528289432987,0.00412993521313,36.4954014325
29,0.0,0.000528263789602,0.00470197019167,37.1217240629
30,0.0,0.000522394361906,0.00394501176197,36.630081026
31,0.0,0.000530594415613,0.00520024780417,37.7003550567
32,0.0,0.000522105098935,0.00367794898921,37.9068535426
33,0.0,0.000527398334816,0.00646163737401,37.8916455089
34,0.0,0.000526428141166,0.00477386930725,36.9847867534
35,0.0,0.000525327588548,0.00418184646405,37.7857691282
36,0.0,0.000526853153133,0.00514386630966,36.693725816
37,0.0,0.000520627922378,0.00379808494472,37.9384599334
38,0.0,0.000520229546237,0.00377464683261,36.8603784908
39,0.0,0.000534240313573,0.00547918411903,37.6706077594
40,0.0,0.000535383552779,0.0043452517828,37.5766507675
41,0.0,0.000526945228921,0.00420213055331,37.2555650273
42,0.0,0.000537294975948,0.00438431468792,37.6574906779
43,0.0,0.000539000111166,0.00530278109363,36.7754495524
44,0.0,0.000531539905933,0.00414909169776,36.8549453659
45,0.0,0.000533057996654,0.00344944491517,36.6955266847
46,0.0,0.000526465801522,0.00393727268092,37.8459927051
47,0.0,0.000546918433974,0.00484850502107,37.5613635042
48,0.0,0.00053681434656,0.00518750182237,36.9047232851
49,0.0,0.000532245624345,0.00435639086645,38.0637012654
50,0.0,0.000547897766228,0.00450466290349,38.2045122588
51,0.0,0.000538707364467,0.00429304278805,37.7361452042
52,0.0,0.000534696743125,0.00440300573828,36.9280548865
53,0.0,0.000526876270305,0.00330990479561,37.2930995722
54,0.0,0.000530259302468,0.00364325026167,38.425733347
55,0.0,0.00053168174054,0.0046201008081,37.2550367731
56,0.0,0.000530374152004,0.00326032753801,38.1784182537
57,0.0,0.000533713409095,0.00407275354955,37.6177285971
58,0.0,0.00053412115667,0.00417425881606,37.9124692878
59,0.0,0.000526998055284,0.00352976635331,37.3439800934
60,0.0,0.000535897811642,0.00397984725423,38.0789694801
61,0.0,0.000529218130396,0.00483947179164,37.5489496603
62,0.0,0.000536807681783,0.00432254394982,37.3461802292
63,0.0,0.000535866932478,0.00544755431474,37.5523647579
64,0.0,0.000523528555641,0.00287584335892,37.8335782848
65,0.0,0.000528439728078,0.00611977698863,37.8256344936
66,0.0,0.000526148983045,0.0037586353661,37.9620268035
67,0.0,0.000528101669624,0.00336146330228,38.4840170629
68,0.0,0.000528608972672,0.0038391164504,38.2842638086
69,0.0,0.000525959313381,0.00381656073732,37.2283238105
70,0.0,0.000534374188283,0.0041426116717,38.0732455113
71,0.0,0.000522863827064,0.00388520269189,37.9064302492
72,0.0,0.000523024439462,0.00435702530667,37.6012393913
73,0.0,0.000520351785235,0.00413620549371,37.6178174614
74,0.0,0.000529310229467,0.00450128462981,38.7052456202
75,0.0,0.000526884876308,0.00354071852053,38.556604511
76,0.0,0.000524096685695,0.00394733992289,38.6212029346
77,0.0,0.000525149403256,0.00376798514044,38.5943055072
78,0.0,0.000532011926407,0.00382117183181,38.4188120693
79,0.0,0.000521990415291,0.00356050891569,38.643498326
80,0.0,0.000527089645038,0.00420643574325,36.7667412425
81,0.0,0.000526650209213,0.00402978862403,38.5166571411
82,0.0,0.000538407050772,0.00448287931504,37.8444169065
83,0.0,0.000536189126433,0.00562793746358,37.8754829468
84,0.0,0.000540625071153,0.00420363070443,38.4734263459
85,0.0,0.000549104719539,0.00465768425493,38.7400382195
86,0.0,0.000555876578437,0.00452064815909,38.4017081398
87,0.0,0.000556877881172,0.00357916126377,39.1038883537
88,0.0,0.000564832455711,0.00356124767568,38.2101971071
89,0.0,0.000570132263238,0.00271160626435,39.2791127263
90,0.0,0.000569943108712,0.00341155743226,38.8184967981
91,0.0,0.000561551784631,0.00454851615359,38.3723684129
92,0.0,0.000568426036625,0.00350748273777,38.4268290865
93,0.0,0.00058875810937,0.00405680224067,38.562171462
94,0.0,0.00056733507372,0.00338247972541,38.4307927854
95,0.0,0.000542270604637,0.00278053970542,39.8608868432
96,0.0,0.000541870089364,0.00311122991843,39.1330895379
97,0.0,0.000544867446297,0.00329178890679,38.3000784774
98,0.0,0.000563189998502,0.00344141045352,39.1168304138
99,0.0,0.000579773340723,0.00302009240841,39.2946271024
100,0.0,0.000560591064277,0.00338248356711,39.5120805222
101,0.0,0.000543766457122,0.00329177399981,39.8684249765
